school_term,title,college,level,crn,department
201620,Data Based Decision Making,College of Education,5307,27511,Educ. Research & Statistics
201620,Grad Wkshp in Ed Admin & Suprv,College of Education,5370,28818,Educational Administration
201620,Professional Development Sem.,College of Science,3192,27844,Biology
201620,Dissertation,College of Liberal Arts,6398,27808,Rhetoric and Writing Studies
201620,Directed Study in Geophysics,College of Science,6210,22017,Geophysics
201620,Honors Thesis,College of Liberal Arts,4353,20454,Psychology
201620,Graduate Projects,College of Engineering,5397,20900,Computer Science
201620,Graduate Research,College of Engineering,5394,22058,Civil Engineering
201620,Discrete Mathematics,College of Science,2300,21516,Mathematics
201620,Independent Research,College of Liberal Arts,4352,20949,Psychology
201620,Painting II,College of Liberal Arts,2331,21559,Painting
201620,Writing Processes of Children,College of Liberal Arts,4354,21016,English
201620,Proportn & Algebrc Reasong I,College of Science,3308,21587,Mathematics
201620,Individual Instruction,College of Liberal Arts,1195,21599,Music Applied
201620,Graduate Research in Chemistry,College of Science,5396,20508,Chemistry
201620,Research & Critical Writ (C),College of Liberal Arts,1312,21112,English
201620,Individual Instruction,College of Liberal Arts,3391,21714,Music Applied
201620,Engineering Problems,College of Engineering,4171,20094,Metallurgical & Materials Eng.
201620,Independent Research,College of Science,6690,20589,Biology
201620,Introductory Mechanics,College of Science,2420,21146,Physics
201620,Introduction to Psychology (C),College of Liberal Arts,1301,21161,Psychology
201620,Independent Research,College of Science,6390,20649,Biology
201620,Laboratory for EE 2369,College of Engineering,2169,21798,Electrical & Computer Eng.
201620,Individual Instruction,College of Liberal Arts,1195,21274,Music Applied
201620,Individual Studies,College of Liberal Arts,5390,21313,Sociology
201620,Doctoral Research,College of Engineering,6394,21868,Computer Science
201620,Child Thinking In Early Yrs,College of Education,4359,21874,Early Childhood Education
201620,Laboratory for CHEM 1305,College of Science,1105,21323,Chemistry
201620,Chicano Studies: Societal Issu,College of Liberal Arts,3311,21347,Chicano Studies
201620,Writing Processes of Children,College of Liberal Arts,4354,21908,English
201620,Dance Performance,College of Liberal Arts,3151,21909,Dance
201620,Special Problems,College of Science,4398,20314,Biology
201620,French One,College of Liberal Arts,1301,21356,French
201620,Exercise Physiology,College of Health Sciences,4312,21382,Kinesiology
201620,Thesis,College of Science,5399,20381,Biology
201620,Dissertation,College of Liberal Arts,6398,20829,History
201620,Directed Study,College of Health Sciences,6390,21409,College of Health Sciences
201620,Dissertation,College of Engineering,6398,21423,Civil Engineering
201620,Directed Study, Geology,College of Science,4366,21968,Geology
201620,Directed Study in Geology,College of Science,5362,21974,Geology
201620,Instrumental Meths Analyt Chem,College of Science,4211,21435,Chemistry
201620,General Chemistry,College of Science,1305,21465,Chemistry
201620,Advanced Practice Clinical,School of Nursing,5472,26171,Nursing
201620,Doctoral Clinical Research,College of Engineering,6193,25059,Biomedical Engineering
201620,Topics in Int'l Acct Research,College of Business Admin.,6323,26186,International Business
201620,Health Psychology,College of Liberal Arts,3350,24487,Psychology
201620,Graduate Research in Chemistry,College of Science,6196,25096,Chemistry
201620,Special Problems,College of Science,4398,24514,Biology
201620,Undergraduate Research,Office of Academic Affairs,4033,26227,Research Course
201620,Adv. Topics in Civil Engr.,College of Engineering,4375,26246,Civil Engineering
201620,Future Warfare,College of Liberal Arts,5320,25771,Defense & Strategic Studies
201620,Special Topics-Electrical Engr,College of Engineering,4395,24686,Electrical & Computer Eng.
201620,Rhetoric & Composition I,College of Liberal Arts,1301,25263,Rhetoric and Writing Studies
201620,Intro to Computer Science,College of Engineering,1401,25833,Computer Science
201620,Computer Networks,College of Engineering,4316,24754,Computer Science
201620,Topics in Geological Sciences,College of Science,4315,25881,Geology
201620,Crim Just Org and Management,College of Liberal Arts,4320,24778,Criminal Justice
201620,Computer Appl in Earth Sci,College of Science,5303,25921,Geology
201620,Individual Studies,College of Engineering,6391,24848,Computer Science
201620,Igneous/Metamorphic Petr. Lab,College of Science,3115,25975,Geology
201620,Dissertation Research,College of Education,6398,25980,Educational Administration
201620,Studies in Linguistics,College of Liberal Arts,4371,25426,Linguistics
201620,Global Health,College of Liberal Arts,4346,25445,Sociology
201620,Cultural Geography,College of Liberal Arts,1310,25455,Sociology
201620,Counseling Internship I,College of Education,5372,26021,Educ. Psych. & Counseling
201620,Special Topics Civil Engr,College of Engineering,5390,24941,Civil Engineering
201620,Human Resource Training/Develp,College of Business Admin.,4304,24945,Management
201620,Selected Topics in Pub. Admin.,College of Liberal Arts,5190,26051,Public Administration
201620,Ecology Laboratory,College of Science,3117,26052,Biology
201620,Undergraduate Research,Office of Academic Affairs,4033,26096,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26118,Research Course
201620,Lab for Organic Chemistry 2324,College of Science,2124,28659,Chemistry
201620,Strategic Survey of Europe,College of Liberal Arts,5312,28872,Defense & Strategic Studies
201620,Individual Studies,College of Liberal Arts,5390,27977,Sociology
201620,Accounting for Management,College of Business Admin.,5311,28594,Accounting
201620,Beginning Swimming,College of Health Sciences,1178,28244,Physical Edu. Activity Courses
201620,Directed Study, Geophysics,College of Science,4167,27362,Geophysics
201620,Probs-Proj in Spch Lang Path,College of Health Sciences,5372,28744,Speech & Language Pathology
201620,Directed Individual Study,College of Education,6365,22499,Educational Administration
201620,Twentieth-Century Art II,College of Liberal Arts,2313,22505,Art History
201620,Directed Study,College of Liberal Arts,5320,22526,Women's Studies
201620,Thesis I,College of Health Sciences,5398,22547,Public Health
201620,Doctoral Research,College of Engineering,6694,24273,Computer Science
201620,Individual Instruction,College of Liberal Arts,1185,23193,Music Applied
201620,Independent Study,College of Health Sciences,3375,23750,Social Work
201620,Resrch in Biological Sciences,College of Science,5502,23776,Biology
201620,Immigration Law and Admin,College of Liberal Arts,4311,22235,Criminal Justice
201620,Dissertation,College of Science,6398,22695,Biology
201620,Resrch Biological Science,College of Science,5302,23293,Biology
201620,Research & Critical Writ (C),College of Liberal Arts,1312,22727,English
201620,Family Situational Stressors,School of Nursing,3609,23315,Nursing
201620,Independent Research,College of Science,6490,23859,Biology
201620,Art Ed Projects and Practices,College of Liberal Arts,3337,22295,Art Education
201620,Dissertation,College of Engineering,6399,22344,Civil Engineering
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6391,23400,Materials Science & Engr.
201620,Thesis,College of Health Sciences,5399,23950,Kinesiology
201620,Appl Lessons for Perf Majors,College of Liberal Arts,5391,22410,Music Applied
201620,Discrete Time Signals & System,College of Engineering,3353,23476,Electrical & Computer Eng.
201620,Acute Care Practicum,School of Nursing,4612,23480,Nursing
201620,Individual Instruction,College of Liberal Arts,1195,22440,Music Applied
201620,Special Topics in Mech. Engr.,College of Engineering,4395,23532,Mechanical Engineering
201620,Teaching Sci in Element Schls,College of Education,4311,23003,Elementary Education
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,23583,Materials Science & Engr.
201620,Literacy Assessment & Teaching,College of Education,4341,24103,Reading Education
201620,Symphonic Band,College of Liberal Arts,1143,23053,Music Applied
201620,Doctoral Research,College of Engineering,6296,23640,Civil Engineering
201620,Elementary Arabic I,College of Liberal Arts,1501,23095,Arabic
201620,Thesis,College of Science,5399,24183,Biology
201620,Molecular Diagnostics Lab,College of Health Sciences,2111,28699,Clinical Laboratory Science
201620,Forms & Techniques of Fiction,College of Liberal Arts,5364,27534,Creative Writing
201620,Beginning Basic Math,Office of Academic Affairs,M031,27618,Non-Course-Based Math
201620,Supervision,College of Education,5337,27796,Educ. Psych. & Counseling
201620,Independent Study,College of Health Sciences,6385,27069,College of Health Sciences
201620,Dissertation,College of Engineering,6399,27790,Civil Engineering
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6191,28967,Materials Science & Engr.
201620,Non-Thesis Project II,College of Liberal Arts,5397,28005,Sociology
201620,Thesis,College of Liberal Arts,5398,28344,Intel Nat'l Security Studies
201620,Special Topics in Humanities,College of Liberal Arts,4390,28956,Humanities
201620,Model-Based Software Devlpmnt,College of Engineering,5382,28958,Computer Science
201620,Undergraduate Research,Office of Academic Affairs,4033,26832,Research Course
201620,Adv Research Techniques,College of Science,6310,26323,Biology
201620,Undergraduate Research,Office of Academic Affairs,4033,26903,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26941,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26441,Research Course
201620,Individual Studies,College of Engineering,6391,26459,Electrical & Computer Eng.
201620,Graduate Research,Graduate Studies,5194,26461,Graduate Studies
201620,Spanish  American Civilization,College of Liberal Arts,3330,27042,Spanish
201620,Dissertation,College of Health Sciences,6398,27141,College of Health Sciences
201620,Thesis,College of Liberal Arts,5398,26473,Spanish
201620,Dissertation,College of Engineering,6398,26504,Electrical & Computer Eng.
201620,Independent Research,College of Science,6690,28287,Biology
201620,Undergraduate Research,Office of Academic Affairs,4033,26532,Research Course
201620,Adult & Geriatric Health,School of Nursing,5602,28370,Nursing
201620,Undergraduate Research,Office of Academic Affairs,4033,26651,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26654,Research Course
201620,Pub. Policy Process & Institut,College of Liberal Arts,5310,28805,Public Administration
201620,The History of An Idea,College of Liberal Arts,5350,28497,MA in Interdisc. Studies
201620,Non-Thesis Project II,College of Liberal Arts,5397,27998,Sociology
201620,Senior's Thesis,College of Science,4399,27283,Geology
201620,Honors Thesis,College of Liberal Arts,4353,20458,Psychology
201620,Dissertation,College of Science,6398,20907,Biology
201620,Math for Social Sciences II,College of Science,2301,21518,Mathematics
201620,Directed Study in Geology,College of Science,5262,22168,Geology
201620,Thesis,College of Engineering,5399,22108,Civil Engineering
201620,Dissertation,College of Engineering,6398,22111,Civil Engineering
201620,General Physics I (C),College of Science,1403,21074,Physics
201620,General Physics II (C),College of Science,1404,21080,Physics
201620,Individual Instruction,College of Liberal Arts,1185,21702,Music Applied
201620,Individual Instruction,College of Liberal Arts,3295,21738,Music Applied
201620,Individual Studies,College of Engineering,5391,20131,Metallurgical & Materials Eng.
201620,Independent Research,College of Science,6590,21176,Biology
